1531.439 0.00001909 -0.9672952831211273 -0.000709 -0.000315 0.000038 
1386.689 0.00002410 -0.3606803162892273 -0.000476 -0.000285 -0.000170
1194.369 0.00051949 -5.645180371366956 0.000121 0.000099 0.000670
852.044 0.00138962 -44.93461023372325 -0.000278 0.000240 0.003202
716.833 0.00228166 14.54394993369959 -0.000167 -0.000201 0.000988
677.134 0.02693389 -165.0601151199138 0.000346 -0.001074 -0.003088
655.617 0.00087174 -5.373489431307706 -0.000478 -0.000002 0.000609
578.932 0.00001354 0.8658197919832415 0.000625 0.000206 0.000041
544.816 0.00234880 -10.39989404726288 0.000023 0.000558 0.000774
529.109 0.20703775 -861.6616097477317 0.001729 -0.004072 -0.006924
